Site Name,Serial Number,State Datetime,Press State,Site Name,Site Region,delta time [Min.],State delta time
Testing Center,70001996,06/06/2023 10:15,Print,Testing Center,EMEA,42.7384,0.001236644
Testing Center,70001996,06/06/2023 10:15,Print,Testing Center,EMEA,19.3408,0.00055963
Testing Center,70001995,06/06/2023 10:14,Print,Testing Center,EMEA,49.5424,0.001433519
Testing Center,70001996,06/06/2023 10:14,Print,Testing Center,EMEA,15.44,0.000446759
Testing Center,70001996,06/06/2023 10:14,Print,Testing Center,EMEA,0.4096,1.19E-05
Testing Center,70001995,06/06/2023 10:13,Print,Testing Center,EMEA,17.9388,0.000519062
Testing Center,70001996,06/06/2023 10:13,Print,Testing Center,EMEA,21.84,0.000631944
Testing Center,70001995,06/06/2023 10:12,Print,Testing Center,EMEA,15.664,0.000453241
Testing Center,70001996,06/06/2023 10:09,Print,Testing Center,EMEA,15.6064,0.000451574
Testing Center,70001995,06/06/2023 10:08,Print,Testing Center,EMEA,77.2092,0.002234062
Testing Center,70001995,06/06/2023 10:07,Print,Testing Center,EMEA,26.8704,0.0007775
Testing Center,70001995,06/06/2023 10:06,Print,Testing Center,EMEA,14.454,0.000418229
Testing Center,70001995,06/06/2023 10:06,Print,Testing Center,EMEA,16.1504,0.000467315
Testing Center,70001996,06/06/2023 10:05,Print,Testing Center,EMEA,91.0776,0.002635347
Testing Center,70001995,06/06/2023 10:04,Print,Testing Center,EMEA,30.7168,0.000888796
Testing Center,70001996,06/06/2023 10:04,Print,Testing Center,EMEA,21.4204,0.000619803
Testing Center,70001996,06/06/2023 10:03,Print,Testing Center,EMEA,16.2944,0.000471481
Testing Center,70001996,06/06/2023 10:02,Print,Testing Center,EMEA,16.576,0.00047963
Testing Center,70001996,06/06/2023 10:02,Print,Testing Center,EMEA,17.0364,0.000492951
Testing Center,70001001,06/06/2023 10:01,Print,Testing Center,EMEA,9.4528,0.000273519
Testing Center,70001001,06/06/2023 10:00,Print,Testing Center,EMEA,29.2284,0.000845729
Testing Center,70001996,06/06/2023 10:00,Print,Testing Center,EMEA,15.8588,0.000458877
Testing Center,70001996,06/06/2023 10:00,Print,Testing Center,EMEA,0.3932,1.14E-05
Testing Center,70001996,06/06/2023 9:59,Print,Testing Center,EMEA,20.5056,0.000593333
Testing Center,70001001,06/06/2023 9:59,Print,Testing Center,EMEA,26.8544,0.000777037
Testing Center,70001001,06/06/2023 9:59,Print,Testing Center,EMEA,6.6368,0.000192037
Testing Center,70001996,06/06/2023 9:58,Print,Testing Center,EMEA,15.6128,0.000451759
Testing Center,70001996,06/06/2023 9:57,Print,Testing Center,EMEA,30.4252,0.000880359
Testing Center,70001996,06/06/2023 9:56,Print,Testing Center,EMEA,20.3648,0.000589259
Testing Center,70001001,06/06/2023 9:55,Print,Testing Center,EMEA,82.044,0.002373958
Testing Center,70001001,06/06/2023 9:54,Print,Testing Center,EMEA,33.392,0.000966204
Testing Center,70001001,06/06/2023 9:53,Print,Testing Center,EMEA,6.2884,0.000181956
Testing Center,70001001,06/06/2023 9:52,Print,Testing Center,EMEA,16.3868,0.000474155
Testing Center,70001001,06/06/2023 9:52,Print,Testing Center,EMEA,10.08,0.000291667
Testing Center,70001001,06/06/2023 9:51,Print,Testing Center,EMEA,9.4336,0.000272963
Testing Center,70001001,06/06/2023 9:50,Print,Testing Center,EMEA,15.1616,0.000438704
Testing Center,70001001,06/06/2023 9:50,Print,Testing Center,EMEA,10.0864,0.000291852
Testing Center,70001001,06/06/2023 9:49,Print,Testing Center,EMEA,6.2272,0.000180185
Testing Center,70001001,06/06/2023 9:49,Print,Testing Center,EMEA,16.806,0.000486285
Testing Center,70001001,06/06/2023 9:48,Print,Testing Center,EMEA,21.2256,0.000614167
Testing Center,70001001,06/06/2023 9:47,Print,Testing Center,EMEA,11.3308,0.000327859
Testing Center,70001001,06/06/2023 9:47,Print,Testing Center,EMEA,2.362,6.83E-05
Testing Center,70001995,05/06/2023 21:13,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001995,05/06/2023 20:59,Print,Testing Center,EMEA,321.5228,0.009303322
Testing Center,70001995,05/06/2023 20:58,Print,Testing Center,EMEA,33.3184,0.000964074
Testing Center,70001995,05/06/2023 20:40,Print,Testing Center,EMEA,17.8268,0.000515822
Testing Center,70001995,05/06/2023 20:32,Print,Testing Center,EMEA,210.5916,0.006093507
Testing Center,70001995,05/06/2023 20:31,Print,Testing Center,EMEA,19.2772,0.000557789
Testing Center,70001995,05/06/2023 20:29,Print,Testing Center,EMEA,15.6,0.000451389
Testing Center,70001995,05/06/2023 20:29,Print,Testing Center,EMEA,14.8732,0.000430359
Testing Center,70001995,05/06/2023 20:27,Print,Testing Center,EMEA,34.4036,0.000995475
Testing Center,70001995,05/06/2023 19:52,Print,Testing Center,EMEA,30.5856,0.000885
Testing Center,70001995,05/06/2023 19:51,Print,Testing Center,EMEA,21.4624,0.000621019
Testing Center,70001995,05/06/2023 19:43,Print,Testing Center,EMEA,9.4496,0.000273426
Testing Center,70001995,05/06/2023 19:23,Print,Testing Center,EMEA,466.9352,0.013510856
Testing Center,70001995,05/06/2023 19:22,Print,Testing Center,EMEA,36.528,0.001056944
Testing Center,70001995,05/06/2023 19:20,Print,Testing Center,EMEA,13.2996,0.000384826
Testing Center,70001995,05/06/2023 19:20,Print,Testing Center,EMEA,4.5728,0.000132315
Testing Center,70001995,05/06/2023 19:19,Print,Testing Center,EMEA,20.7648,0.000600833
Testing Center,70001995,05/06/2023 19:14,Print,Testing Center,EMEA,15.6836,0.000453808
Testing Center,70001995,05/06/2023 19:09,Print,Testing Center,EMEA,126.4288,0.003658241
Testing Center,70001995,05/06/2023 19:08,Print,Testing Center,EMEA,26.9852,0.000780822
Testing Center,70001995,05/06/2023 19:01,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001995,05/06/2023 19:01,Print,Testing Center,EMEA,17.7636,0.000513993
Testing Center,70001995,05/06/2023 18:59,Print,Testing Center,EMEA,27.9456,0.000808611
Testing Center,70001995,05/06/2023 18:54,Print,Testing Center,EMEA,15.594,0.000451215
Testing Center,70001995,05/06/2023 18:54,Print,Testing Center,EMEA,0.4,1.16E-05
Testing Center,70001995,05/06/2023 18:53,Print,Testing Center,EMEA,27.2004,0.000787049
Testing Center,70001995,05/06/2023 18:50,Print,Testing Center,EMEA,15.782,0.000456655
Testing Center,70001995,05/06/2023 18:50,Print,Testing Center,EMEA,0.4064,1.18E-05
Testing Center,70001995,05/06/2023 18:50,Print,Testing Center,EMEA,18.6688,0.000540185
Testing Center,70001995,05/06/2023 18:48,Print,Testing Center,EMEA,15.7024,0.000454352
Testing Center,70001995,05/06/2023 18:48,Print,Testing Center,EMEA,6.7524,0.000195382
Testing Center,70001995,05/06/2023 18:47,Print,Testing Center,EMEA,22.0736,0.000638704
Testing Center,70001995,05/06/2023 18:42,Print,Testing Center,EMEA,16.3076,0.000471863
Testing Center,70001995,05/06/2023 18:42,Print,Testing Center,EMEA,0.4064,1.18E-05
Testing Center,70001995,05/06/2023 18:41,Print,Testing Center,EMEA,25.3248,0.000732778
Testing Center,70001995,05/06/2023 18:32,Print,Testing Center,EMEA,16.3552,0.000473241
Testing Center,70001995,05/06/2023 18:32,Print,Testing Center,EMEA,0.3872,1.12E-05
Testing Center,70001995,05/06/2023 18:31,Print,Testing Center,EMEA,34.7232,0.001004722
Testing Center,70001995,05/06/2023 18:30,Print,Testing Center,EMEA,12.9632,0.000375093
Testing Center,70001995,05/06/2023 18:27,Print,Testing Center,EMEA,86.5508,0.002504363
Testing Center,70001995,05/06/2023 18:12,Print,Testing Center,EMEA,15.7984,0.00045713
Testing Center,70001995,05/06/2023 18:12,Print,Testing Center,EMEA,0.4096,1.19E-05
Testing Center,70001995,05/06/2023 18:11,Print,Testing Center,EMEA,22.4608,0.000649907
Testing Center,70001995,05/06/2023 18:01,Print,Testing Center,EMEA,16.4636,0.000476377
Testing Center,70001995,05/06/2023 18:01,Print,Testing Center,EMEA,3108.17,0.089935475
Testing Center,70001995,05/06/2023 18:00,Print,Testing Center,EMEA,40.6464,0.001176111
Testing Center,70001995,05/06/2023 17:58,Print,Testing Center,EMEA,15.7344,0.000455278
Testing Center,70001995,05/06/2023 17:58,Print,Testing Center,EMEA,0.416,1.20E-05
Testing Center,70001995,05/06/2023 17:57,Print,Testing Center,EMEA,20.97,0.000606771
Testing Center,70001995,05/06/2023 17:56,Print,Testing Center,EMEA,15.7152,0.000454722
Testing Center,70001995,05/06/2023 17:56,Print,Testing Center,EMEA,0.3776,1.09E-05
Testing Center,70001995,05/06/2023 17:55,Print,Testing Center,EMEA,34.9764,0.001012049
Testing Center,70001995,05/06/2023 11:53,Print,Testing Center,EMEA,56.3872,0.001631574
Testing Center,70001995,05/06/2023 11:49,Print,Testing Center,EMEA,90.768,0.002626389
Testing Center,70001995,05/06/2023 11:48,Print,Testing Center,EMEA,21.4944,0.000621944
Testing Center,70001995,05/06/2023 11:42,Print,Testing Center,EMEA,56.3872,0.001631574
Testing Center,70001995,05/06/2023 11:39,Print,Testing Center,EMEA,90.9788,0.002632488
Testing Center,70001995,05/06/2023 11:38,Print,Testing Center,EMEA,20.3136,0.000587778
Testing Center,70001995,05/06/2023 11:36,Print,Testing Center,EMEA,15.67,0.000453414
Testing Center,70001995,05/06/2023 11:36,Print,Testing Center,EMEA,7.1492,0.000206863
Testing Center,70001995,05/06/2023 11:34,Print,Testing Center,EMEA,34.5792,0.001000556
Testing Center,70001995,04/06/2023 11:49,Print,Testing Center,EMEA,14.5444,0.000420845
Testing Center,70001995,04/06/2023 11:49,Print,Testing Center,EMEA,10.518,0.00030434
Testing Center,70001995,04/06/2023 11:45,Print,Testing Center,EMEA,79.6292,0.002304086
Testing Center,70001995,04/06/2023 11:32,Print,Testing Center,EMEA,15.6004,0.0004514
Testing Center,70001995,04/06/2023 11:30,Print,Testing Center,EMEA,44.252,0.00128044
Testing Center,70001995,04/06/2023 11:29,Print,Testing Center,EMEA,36.0964,0.001044456
Testing Center,70001996,04/06/2023 11:28,Print,Testing Center,EMEA,14.416,0.00041713
Testing Center,70001996,04/06/2023 11:23,Print,Testing Center,EMEA,107.862,0.003121007
Testing Center,70001996,04/06/2023 11:22,Print,Testing Center,EMEA,27.7052,0.000801655
Testing Center,70001995,04/06/2023 11:15,Print,Testing Center,EMEA,15.574,0.000450637
Testing Center,70001995,04/06/2023 11:15,Print,Testing Center,EMEA,10.5892,0.0003064
Testing Center,70001996,04/06/2023 11:14,Print,Testing Center,EMEA,15.5232,0.000449167
Testing Center,70001995,04/06/2023 11:09,Print,Testing Center,EMEA,121.8588,0.003526007
Testing Center,70001996,04/06/2023 11:09,Print,Testing Center,EMEA,111.4236,0.003224063
Testing Center,70001996,04/06/2023 11:08,Print,Testing Center,EMEA,27.2636,0.000788877
Testing Center,70001996,04/06/2023 10:59,Print,Testing Center,EMEA,15.5292,0.00044934
Testing Center,70001996,04/06/2023 10:58,Print,Testing Center,EMEA,32.8768,0.000951296
Testing Center,70001996,04/06/2023 10:56,Print,Testing Center,EMEA,27.3504,0.000791389
Testing Center,70001995,04/06/2023 10:28,Print,Testing Center,EMEA,15.5812,0.000450845
Testing Center,70001995,04/06/2023 10:16,Print,Testing Center,EMEA,290.2172,0.008397488
Testing Center,70001995,04/06/2023 10:15,Print,Testing Center,EMEA,35.3828,0.001023808
Testing Center,70001995,04/06/2023 10:11,Print,Testing Center,EMEA,17.84,0.000516204
Testing Center,70001995,04/06/2023 9:53,Print,Testing Center,EMEA,436.7072,0.012636204
Testing Center,70001995,04/06/2023 9:51,Print,Testing Center,EMEA,35.312,0.001021759
Testing Center,70001995,04/06/2023 9:39,Print,Testing Center,EMEA,15.574,0.000450637
Testing Center,70001995,04/06/2023 9:39,Print,Testing Center,EMEA,12.7556,0.000369086
Testing Center,70001995,04/06/2023 9:38,Print,Testing Center,EMEA,21.5936,0.000624815
Testing Center,70001995,04/06/2023 9:35,Print,Testing Center,EMEA,15.734,0.000455266
Testing Center,70001996,04/06/2023 9:34,Print,Testing Center,EMEA,15.5812,0.000450845
Testing Center,70001996,04/06/2023 9:34,Print,Testing Center,EMEA,9.0556,0.000262025
Testing Center,70001996,04/06/2023 9:33,Print,Testing Center,EMEA,20.4224,0.000590926
Testing Center,70001995,04/06/2023 9:32,Print,Testing Center,EMEA,76.5732,0.00221566
Testing Center,70001996,04/06/2023 9:30,Print,Testing Center,EMEA,15.5228,0.000449155
Testing Center,70001996,04/06/2023 9:29,Print,Testing Center,EMEA,9.6064,0.000277963
Testing Center,70001995,04/06/2023 9:28,Print,Testing Center,EMEA,85.1356,0.002463414
Testing Center,70001996,04/06/2023 9:28,Print,Testing Center,EMEA,21.3188,0.000616863
Testing Center,70001996,04/06/2023 9:23,Print,Testing Center,EMEA,15.5292,0.00044934
Testing Center,70001996,04/06/2023 9:23,Print,Testing Center,EMEA,9.856,0.000285185
Testing Center,70001996,04/06/2023 9:22,Print,Testing Center,EMEA,19.8372,0.000573993
Testing Center,70001996,04/06/2023 9:20,Print,Testing Center,EMEA,15.5424,0.000449722
Testing Center,70001996,04/06/2023 9:16,Print,Testing Center,EMEA,96.1468,0.002782025
Testing Center,70001996,04/06/2023 9:15,Print,Testing Center,EMEA,29.6416,0.000857685
Testing Center,70001996,04/06/2023 8:54,Print,Testing Center,EMEA,26.2752,0.000760278
Testing Center,70001996,04/06/2023 8:53,Print,Testing Center,EMEA,16.4224,0.000475185
Testing Center,70001996,04/06/2023 8:53,Print,Testing Center,EMEA,16.8192,0.000486667
Testing Center,70001996,04/06/2023 8:52,Print,Testing Center,EMEA,18.448,0.000533796
Testing Center,70001995,08/06/2023 23:03,Ready,Testing Center,EMEA,98.2108,0.002841748
Testing Center,70001995,08/06/2023 23:00,Ready,Testing Center,EMEA,16.832,0.000487037
Testing Center,70001996,08/06/2023 22:57,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001996,08/06/2023 22:44,Ready,Testing Center,EMEA,93.3724,0.002701748
Testing Center,70001995,08/06/2023 22:39,Ready,Testing Center,EMEA,130.7352,0.003782847
Testing Center,70001995,08/06/2023 22:32,Ready,Testing Center,EMEA,57.482,0.001663252
Testing Center,70001996,08/06/2023 22:17,Ready,Testing Center,EMEA,92.1816,0.002667292
Testing Center,70001995,08/06/2023 22:17,Ready,Testing Center,EMEA,12.4992,0.000361667
Testing Center,70001995,08/06/2023 22:11,Ready,Testing Center,EMEA,85.1456,0.002463704
Testing Center,70001996,08/06/2023 21:56,Ready,Testing Center,EMEA,38.7712,0.001121852
Testing Center,70001995,08/06/2023 21:53,Ready,Testing Center,EMEA,170.2396,0.004925914
Testing Center,70001995,08/06/2023 21:45,Ready,Testing Center,EMEA,9.856,0.000285185
Testing Center,70001996,08/06/2023 21:43,Ready,Testing Center,EMEA,185.1608,0.005357662
Testing Center,70001995,08/06/2023 21:33,Ready,Testing Center,EMEA,67.3692,0.00194934
Testing Center,70001996,08/06/2023 21:33,Ready,Testing Center,EMEA,251.7452,0.007284294
Testing Center,70001996,08/06/2023 21:23,Ready,Testing Center,EMEA,91.8552,0.002657847
Testing Center,70001995,08/06/2023 21:10,Ready,Testing Center,EMEA,259.4684,0.007507766
Testing Center,70001996,08/06/2023 21:04,Ready,Testing Center,EMEA,65.862,0.001905729
Testing Center,70001995,08/06/2023 21:03,Ready,Testing Center,EMEA,13.1452,0.000380359
Testing Center,70001996,08/06/2023 20:46,Ready,Testing Center,EMEA,22.4768,0.00065037
Testing Center,70001995,08/06/2023 20:46,Ready,Testing Center,EMEA,14.6628,0.000424271
Testing Center,70001996,08/06/2023 20:32,Ready,Testing Center,EMEA,75.7372,0.00219147
Testing Center,70001996,08/06/2023 20:26,Ready,Testing Center,EMEA,102.9912,0.002980069
Testing Center,70001996,08/06/2023 20:06,Ready,Testing Center,EMEA,245.7264,0.007110139
Testing Center,70001996,08/06/2023 19:56,Ready,Testing Center,EMEA,29.6032,0.000856574
Testing Center,70001996,08/06/2023 19:36,Ready,Testing Center,EMEA,67.8396,0.001962951
Testing Center,70001996,08/06/2023 19:06,Ready,Testing Center,EMEA,71.7848,0.002077106
Testing Center,70001996,08/06/2023 19:02,Ready,Testing Center,EMEA,41.9868,0.001214896
Testing Center,70001996,08/06/2023 18:57,Ready,Testing Center,EMEA,77.2408,0.002234977
Testing Center,70001995,08/06/2023 18:38,Ready,Testing Center,EMEA,727.5472,0.021051713
Testing Center,70001996,08/06/2023 18:37,Ready,Testing Center,EMEA,135.6088,0.003923866
Testing Center,70001996,08/06/2023 18:31,Ready,Testing Center,EMEA,7.376,0.000213426
Testing Center,70001995,08/06/2023 18:28,Ready,Testing Center,EMEA,251.8172,0.007286377
Testing Center,70001995,08/06/2023 18:23,Ready,Testing Center,EMEA,89.0108,0.002575544
Testing Center,70001995,08/06/2023 18:20,Ready,Testing Center,EMEA,22.0608,0.000638333
Testing Center,70001996,08/06/2023 18:11,Ready,Testing Center,EMEA,21.7984,0.000630741
Testing Center,70001995,08/06/2023 18:09,Ready,Testing Center,EMEA,184.5048,0.005338681
Testing Center,70001995,08/06/2023 17:59,Ready,Testing Center,EMEA,84.2592,0.002438056
Testing Center,70001996,08/06/2023 17:41,Ready,Testing Center,EMEA,61.7884,0.001787859
Testing Center,70001996,08/06/2023 16:41,Ready,Testing Center,EMEA,1173.798,0.033964062
Testing Center,70001995,08/06/2023 16:38,Ready,Testing Center,EMEA,821.246,0.023762905
Testing Center,70001996,08/06/2023 16:30,Ready,Testing Center,EMEA,251.7072,0.007283194
Testing Center,70001995,08/06/2023 16:30,Ready,Testing Center,EMEA,182.1532,0.005270637
Testing Center,70001996,08/06/2023 16:20,Ready,Testing Center,EMEA,133.2888,0.003856736
Testing Center,70001995,08/06/2023 16:17,Ready,Testing Center,EMEA,89.2096,0.002581296
Testing Center,70001996,08/06/2023 16:02,Ready,Testing Center,EMEA,10.33,0.0002989
Testing Center,70001995,08/06/2023 15:56,Ready,Testing Center,EMEA,273.9608,0.007927106
Testing Center,70001996,08/06/2023 15:52,Ready,Testing Center,EMEA,11.44,0.000331019
Testing Center,70001996,08/06/2023 15:50,Ready,Testing Center,EMEA,9.4656,0.000273889
Testing Center,70001996,08/06/2023 15:44,Ready,Testing Center,EMEA,3.8432,0.000111204
Testing Center,70001995,08/06/2023 15:41,Ready,Testing Center,EMEA,105.1488,0.0030425
Testing Center,70001996,08/06/2023 15:40,Ready,Testing Center,EMEA,65.0232,0.001881458
Testing Center,70001996,08/06/2023 15:30,Ready,Testing Center,EMEA,91.4656,0.002646574
Testing Center,70001995,08/06/2023 15:29,Ready,Testing Center,EMEA,161.3944,0.004669977
Testing Center,70001995,08/06/2023 15:19,Ready,Testing Center,EMEA,251.83,0.007286748
Testing Center,70001995,08/06/2023 15:11,Ready,Testing Center,EMEA,96.9024,0.002803889
Testing Center,70001995,08/06/2023 15:09,Ready,Testing Center,EMEA,9.9904,0.000289074
Testing Center,70001995,08/06/2023 15:03,Ready,Testing Center,EMEA,4.5372,0.000131285
Testing Center,70001995,08/06/2023 14:59,Ready,Testing Center,EMEA,34.1436,0.000987951
Testing Center,70001995,08/06/2023 14:41,Ready,Testing Center,EMEA,258.508,0.007479977
Testing Center,70001995,08/06/2023 14:27,Ready,Testing Center,EMEA,144.9208,0.00419331
Testing Center,70001995,08/06/2023 14:23,Ready,Testing Center,EMEA,34.566,0.001000174
Testing Center,70001995,08/06/2023 14:14,Ready,Testing Center,EMEA,151.4108,0.0043811
Testing Center,70001996,08/06/2023 13:55,Ready,Testing Center,EMEA,132.7868,0.003842211
Testing Center,70001995,08/06/2023 13:52,Ready,Testing Center,EMEA,18.0864,0.000523333
Testing Center,70001996,08/06/2023 13:52,Ready,Testing Center,EMEA,27.648,0.0008
Testing Center,70001996,08/06/2023 13:29,Ready,Testing Center,EMEA,208.4116,0.006030428
Testing Center,70001996,08/06/2023 13:20,Ready,Testing Center,EMEA,12.7008,0.0003675
Testing Center,70001996,08/06/2023 13:15,Ready,Testing Center,EMEA,51.734,0.001496933
Testing Center,70001996,08/06/2023 13:05,Ready,Testing Center,EMEA,251.4064,0.007274491
Testing Center,70001001,08/06/2023 12:41,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001001,08/06/2023 12:40,Ready,Testing Center,EMEA,20.406,0.000590451
Testing Center,70001996,08/06/2023 12:35,Ready,Testing Center,EMEA,391.7224,0.01133456
Testing Center,70001001,08/06/2023 12:34,Ready,Testing Center,EMEA,12.6076,0.000364803
Testing Center,70001001,08/06/2023 12:30,Ready,Testing Center,EMEA,3.6576,0.000105833
Testing Center,70001995,08/06/2023 12:29,Ready,Testing Center,EMEA,1047.2804,0.030303252
Testing Center,70001996,08/06/2023 12:24,Ready,Testing Center,EMEA,251.2816,0.00727088
Testing Center,70001001,08/06/2023 12:24,Ready,Testing Center,EMEA,38.9976,0.001128403
Testing Center,70001001,08/06/2023 12:22,Ready,Testing Center,EMEA,10.0064,0.000289537
Testing Center,70001001,08/06/2023 12:20,Ready,Testing Center,EMEA,2.7488,7.95E-05
Testing Center,70001995,08/06/2023 12:19,Ready,Testing Center,EMEA,16539.4204,0.478571192
Testing Center,70001001,08/06/2023 12:16,Ready,Testing Center,EMEA,0.0064,1.85E-07
Testing Center,70001001,08/06/2023 12:15,Ready,Testing Center,EMEA,22.1788,0.000641748
Testing Center,70001001,08/06/2023 12:12,Ready,Testing Center,EMEA,3.4116,9.87E-05
Testing Center,70001995,08/06/2023 12:11,Ready,Testing Center,EMEA,44.5604,0.001289363
Testing Center,70001995,08/06/2023 12:02,Ready,Testing Center,EMEA,83.4656,0.002415093
Testing Center,70001001,08/06/2023 11:57,Ready,Testing Center,EMEA,137.3904,0.003975417
Testing Center,70001995,08/06/2023 11:55,Ready,Testing Center,EMEA,68.7292,0.001988692
Testing Center,70001001,08/06/2023 11:54,Ready,Testing Center,EMEA,7.0528,0.000204074
Testing Center,70001995,08/06/2023 11:41,Ready,Testing Center,EMEA,192.9944,0.005584329
Testing Center,70001995,08/06/2023 11:34,Ready,Testing Center,EMEA,21.5164,0.000622581
Testing Center,70001995,08/06/2023 11:08,Ready,Testing Center,EMEA,176.2652,0.005100266
Testing Center,70001995,08/06/2023 10:57,Ready,Testing Center,EMEA,179.7792,0.005201944
Testing Center,70001995,08/06/2023 10:53,Ready,Testing Center,EMEA,21.7888,0.000630463
Testing Center,70001001,08/06/2023 10:47,Ready,Testing Center,EMEA,7.4748,0.000216285
Testing Center,70001996,08/06/2023 10:38,Ready,Testing Center,EMEA,175.2692,0.005071447
Testing Center,70001995,08/06/2023 10:38,Ready,Testing Center,EMEA,191.8784,0.005552037
Testing Center,70001995,08/06/2023 10:35,Ready,Testing Center,EMEA,17.5968,0.000509167
Testing Center,70001995,08/06/2023 10:20,Ready,Testing Center,EMEA,148.992,0.004311111
Testing Center,70001996,08/06/2023 10:18,Ready,Testing Center,EMEA,46.0256,0.001331759
Testing Center,70001995,08/06/2023 10:17,Ready,Testing Center,EMEA,66.2684,0.001917488
Testing Center,70001996,08/06/2023 10:08,Ready,Testing Center,EMEA,178.7028,0.005170799
Testing Center,70001995,08/06/2023 10:08,Ready,Testing Center,EMEA,57.4812,0.001663229
Testing Center,70001001,08/06/2023 10:04,Ready,Testing Center,EMEA,2.736,7.92E-05
Testing Center,70001996,08/06/2023 10:03,Ready,Testing Center,EMEA,22.816,0.000660185
Testing Center,70001001,08/06/2023 10:01,Ready,Testing Center,EMEA,30.742,0.000889525
Testing Center,70001996,08/06/2023 10:00,Ready,Testing Center,EMEA,17.3636,0.000502419
Testing Center,70001001,08/06/2023 9:49,Ready,Testing Center,EMEA,11.632,0.000336574
Testing Center,70001001,08/06/2023 9:46,Ready,Testing Center,EMEA,21.4236,0.000619896
Testing Center,70001001,08/06/2023 9:43,Ready,Testing Center,EMEA,47.8972,0.001385914
Testing Center,70001001,08/06/2023 9:40,Ready,Testing Center,EMEA,3.024,8.75E-05
Testing Center,70001001,08/06/2023 9:30,Ready,Testing Center,EMEA,5.1004,0.000147581
Testing Center,70001001,08/06/2023 9:29,Ready,Testing Center,EMEA,7.9516,0.000230081
Testing Center,70001001,08/06/2023 9:26,Ready,Testing Center,EMEA,20.2016,0.000584537
Testing Center,70001001,08/06/2023 9:24,Ready,Testing Center,EMEA,7.6192,0.000220463
Testing Center,70001995,08/06/2023 9:17,Ready,Testing Center,EMEA,11.1776,0.000323426
Testing Center,70001995,08/06/2023 9:09,Ready,Testing Center,EMEA,152.8476,0.004422674
Testing Center,70001995,07/06/2023 23:34,Ready,Testing Center,EMEA,50.3008,0.001455463
Testing Center,70001995,07/06/2023 23:29,Ready,Testing Center,EMEA,89.104,0.002578241
Testing Center,70001995,07/06/2023 23:26,Ready,Testing Center,EMEA,23.3376,0.000675278
Testing Center,70001995,07/06/2023 23:23,Ready,Testing Center,EMEA,8.8804,0.000256956
Testing Center,70001995,07/06/2023 23:08,Ready,Testing Center,EMEA,150.95,0.004367766
Testing Center,70001996,07/06/2023 23:04,Ready,Testing Center,EMEA,6.5856,0.000190556
Testing Center,70001995,07/06/2023 23:03,Ready,Testing Center,EMEA,8.5056,0.000246111
Testing Center,70001996,07/06/2023 22:34,Ready,Testing Center,EMEA,194.0692,0.005615428
Testing Center,70001995,07/06/2023 22:23,Ready,Testing Center,EMEA,1.792,5.19E-05
Testing Center,70001995,07/06/2023 22:22,Ready,Testing Center,EMEA,24.01,0.000694734
Testing Center,70001996,07/06/2023 22:20,Ready,Testing Center,EMEA,101.0972,0.002925266
Testing Center,70001995,07/06/2023 22:20,Ready,Testing Center,EMEA,16.278,0.000471007
Testing Center,70001996,07/06/2023 22:15,Ready,Testing Center,EMEA,52.8284,0.0015286
Testing Center,70001995,07/06/2023 22:12,Ready,Testing Center,EMEA,121.1552,0.003505648
Testing Center,70001996,07/06/2023 22:05,Ready,Testing Center,EMEA,251.464,0.007276157
Testing Center,70001995,07/06/2023 21:48,Ready,Testing Center,EMEA,424.226,0.012275058
Testing Center,70001996,07/06/2023 21:40,Ready,Testing Center,EMEA,287.7232,0.008325324
Testing Center,70001995,07/06/2023 21:37,Ready,Testing Center,EMEA,251.4456,0.007275625
Testing Center,70001995,07/06/2023 21:32,Ready,Testing Center,EMEA,85.5232,0.00247463
Testing Center,70001995,07/06/2023 21:28,Ready,Testing Center,EMEA,25.3952,0.000734815
Testing Center,70001995,07/06/2023 21:25,Ready,Testing Center,EMEA,2.656,7.69E-05
Testing Center,70001995,07/06/2023 21:23,Ready,Testing Center,EMEA,8.3232,0.000240833
Testing Center,70001995,07/06/2023 21:21,Ready,Testing Center,EMEA,4.3648,0.000126296
Testing Center,70001996,07/06/2023 21:18,Ready,Testing Center,EMEA,223.8512,0.006477176
Testing Center,70001995,07/06/2023 20:58,Ready,Testing Center,EMEA,239.3916,0.00692684
Testing Center,70001995,07/06/2023 20:53,Ready,Testing Center,EMEA,14.1344,0.000408981
Testing Center,70001996,07/06/2023 20:52,Ready,Testing Center,EMEA,377.8088,0.010931968
Testing Center,70001996,07/06/2023 20:44,Ready,Testing Center,EMEA,7.5812,0.000219363
Testing Center,70001995,07/06/2023 20:40,Ready,Testing Center,EMEA,56.7488,0.001642037
Testing Center,70001996,07/06/2023 20:33,Ready,Testing Center,EMEA,4.7004,0.000136007
Testing Center,70001995,07/06/2023 20:22,Ready,Testing Center,EMEA,297.842,0.008618113
Testing Center,70001996,07/06/2023 20:02,Ready,Testing Center,EMEA,3.6932,0.000106863
Testing Center,70001995,07/06/2023 20:02,Ready,Testing Center,EMEA,30.3872,0.000879259
Testing Center,70001995,07/06/2023 19:55,Ready,Testing Center,EMEA,105.814,0.003061748
