Site Name,Serial Number,State Datetime,Press State,Site Name,Site Region,delta time [Min.],State delta time
Testing Center,70001001,07/06/2023 14:21,Service,Testing Center,EMEA,38.758,0.00112147
Testing Center,70001001,07/06/2023 14:21,Service,Testing Center,EMEA,0.0352,1.02E-06
Testing Center,70001995,07/06/2023 13:13,Service,Testing Center,EMEA,430.1624,0.012446829
Testing Center,70001995,07/06/2023 13:13,Service,Testing Center,EMEA,3514.1432,0.101682384
Testing Center,70001995,07/06/2023 12:49,Service,Testing Center,EMEA,333.6028,0.009652859
Testing Center,70001995,07/06/2023 12:49,Service,Testing Center,EMEA,0.048,1.39E-06
Testing Center,70001996,07/06/2023 9:54,Service,Testing Center,EMEA,78.4028,0.0022686
Testing Center,70001996,07/06/2023 9:54,Service,Testing Center,EMEA,0.0224,6.48E-07
Testing Center,70001996,07/06/2023 9:49,Service,Testing Center,EMEA,76.2424,0.002206088
Testing Center,70001996,07/06/2023 9:49,Service,Testing Center,EMEA,0.0352,1.02E-06
Testing Center,70001995,06/06/2023 22:56,Service,Testing Center,EMEA,14558.1812,0.421243669
Testing Center,70001995,06/06/2023 22:56,Service,Testing Center,EMEA,0.0704,2.04E-06
Testing Center,70001996,06/06/2023 22:27,Service,Testing Center,EMEA,562.6488,0.016280347
Testing Center,70001996,06/06/2023 22:27,Service,Testing Center,EMEA,0.0224,6.48E-07
Testing Center,70001996,06/06/2023 21:52,Service,Testing Center,EMEA,65.0008,0.00188081
Testing Center,70001996,06/06/2023 21:52,Service,Testing Center,EMEA,0.0384,1.11E-06
Testing Center,70001996,06/06/2023 21:18,Service,Testing Center,EMEA,134.9628,0.003905174
Testing Center,70001996,06/06/2023 21:18,Service,Testing Center,EMEA,0.032,9.26E-07
Testing Center,70001996,06/06/2023 21:16,Service,Testing Center,EMEA,19.9612,0.000577581
Testing Center,70001996,06/06/2023 21:16,Service,Testing Center,EMEA,0.0224,6.48E-07
Testing Center,70001995,06/06/2023 20:29,Service,Testing Center,EMEA,2457.684,0.071113542
Testing Center,70001995,06/06/2023 20:29,Service,Testing Center,EMEA,0.0256,7.41E-07
Testing Center,70001996,06/06/2023 19:33,Service,Testing Center,EMEA,2480.8632,0.071784236
Testing Center,70001995,06/06/2023 17:12,Service,Testing Center,EMEA,699.5204,0.020240752
Testing Center,70001995,06/06/2023 17:12,Service,Testing Center,EMEA,0.0228,6.60E-07
Testing Center,70001996,06/06/2023 16:21,Service,Testing Center,EMEA,1580.4696,0.045731181
Testing Center,70001996,06/06/2023 16:21,Service,Testing Center,EMEA,0.032,9.26E-07
Testing Center,70001996,06/06/2023 15:34,Service,Testing Center,EMEA,1085.074,0.031396817
Testing Center,70001996,06/06/2023 15:34,Service,Testing Center,EMEA,0.0384,1.11E-06
Testing Center,70001996,06/06/2023 14:50,Service,Testing Center,EMEA,68.5212,0.001982674
Testing Center,70001996,06/06/2023 14:50,Service,Testing Center,EMEA,0.0512,1.48E-06
Testing Center,70001001,06/06/2023 14:50,Service,Testing Center,EMEA,522.2356,0.015110984
Testing Center,70001001,06/06/2023 14:50,Service,Testing Center,EMEA,0.0384,1.11E-06
Testing Center,70001995,06/06/2023 14:38,Service,Testing Center,EMEA,688.362,0.019917882
Testing Center,70001995,06/06/2023 14:38,Service,Testing Center,EMEA,0.0384,1.11E-06
Testing Center,70001996,06/06/2023 14:37,Service,Testing Center,EMEA,74.044,0.002142477
Testing Center,70001996,06/06/2023 14:37,Service,Testing Center,EMEA,0.0416,1.20E-06
Testing Center,70001995,06/06/2023 14:13,Service,Testing Center,EMEA,126.0416,0.003647037
Testing Center,70001995,06/06/2023 14:13,Service,Testing Center,EMEA,0.0224,6.48E-07
Testing Center,70001995,06/06/2023 13:47,Service,Testing Center,EMEA,272.3236,0.007879734
Testing Center,70001995,06/06/2023 13:47,Service,Testing Center,EMEA,0.0192,5.56E-07
Testing Center,70001996,06/06/2023 12:16,Service,Testing Center,EMEA,859.9908,0.024883993
Testing Center,70001996,06/06/2023 12:16,Service,Testing Center,EMEA,0.0416,1.20E-06
Testing Center,70001995,05/06/2023 19:58,Service,Testing Center,EMEA,63.8016,0.001846111
Testing Center,70001995,05/06/2023 19:58,Service,Testing Center,EMEA,0.0416,1.20E-06
Testing Center,70001995,04/06/2023 21:21,Service,Testing Center,EMEA,36.6016,0.001059074
Testing Center,70001995,04/06/2023 21:21,Service,Testing Center,EMEA,0.0512,1.48E-06
Testing Center,70001995,04/06/2023 21:16,Service,Testing Center,EMEA,57.078,0.001651562
Testing Center,70001995,04/06/2023 21:16,Service,Testing Center,EMEA,0.0384,1.11E-06
Testing Center,70001996,04/06/2023 12:23,Service,Testing Center,EMEA,631.7156,0.018278808
Testing Center,70001996,04/06/2023 12:23,Service,Testing Center,EMEA,631.7668,0.018280289
Testing Center,70001995,04/06/2023 12:11,Service,Testing Center,EMEA,947.3564,0.027411933
Testing Center,70001995,04/06/2023 12:11,Service,Testing Center,EMEA,0.032,9.26E-07
Testing Center,70001996,04/06/2023 11:57,Service,Testing Center,EMEA,334.6004,0.009681725
Testing Center,70001996,04/06/2023 11:57,Service,Testing Center,EMEA,0.048,1.39E-06
Testing Center,70001996,04/06/2023 8:33,Service,Testing Center,EMEA,32.9212,0.000952581
Testing Center,70001996,04/06/2023 8:33,Service,Testing Center,EMEA,0.048,1.39E-06
Testing Center,70001995,04/06/2023 8:32,Service,Testing Center,EMEA,18469.1308,0.53440772
Testing Center,70001995,04/06/2023 8:32,Service,Testing Center,EMEA,0.0896,2.59E-06
Testing Center,70001996,04/06/2023 8:31,Service,Testing Center,EMEA,57.6416,0.00166787
Testing Center,70001995,04/06/2023 8:26,Service,Testing Center,EMEA,73.6804,0.002131956
Testing Center,70001995,04/06/2023 8:26,Service,Testing Center,EMEA,0.0512,1.48E-06
Testing Center,70001995,08/06/2023 23:02,Print,Testing Center,EMEA,6.646,0.000192303
Testing Center,70001995,08/06/2023 23:01,Print,Testing Center,EMEA,23.498,0.000679919
Testing Center,70001995,08/06/2023 23:01,Print,Testing Center,EMEA,15.9932,0.000462766
Testing Center,70001995,08/06/2023 23:00,Print,Testing Center,EMEA,6.6404,0.000192141
Testing Center,70001996,08/06/2023 22:56,Print,Testing Center,EMEA,17.8532,0.000516586
Testing Center,70001996,08/06/2023 22:50,Print,Testing Center,EMEA,153.2116,0.004433206
Testing Center,70001996,08/06/2023 22:48,Print,Testing Center,EMEA,42.3388,0.001225081
Testing Center,70001995,08/06/2023 22:46,Print,Testing Center,EMEA,338.1332,0.009783947
Testing Center,70001995,08/06/2023 22:44,Print,Testing Center,EMEA,32.1376,0.000929907
Testing Center,70001996,08/06/2023 22:43,Print,Testing Center,EMEA,17.872,0.00051713
Testing Center,70001995,08/06/2023 22:38,Print,Testing Center,EMEA,13.7504,0.00039787
Testing Center,70001995,08/06/2023 22:36,Print,Testing Center,EMEA,51.7732,0.001498067
Testing Center,70001995,08/06/2023 22:35,Print,Testing Center,EMEA,34.108,0.000986921
Testing Center,70001995,08/06/2023 22:32,Print,Testing Center,EMEA,13.7184,0.000396944
Testing Center,70001996,08/06/2023 22:23,Print,Testing Center,EMEA,491.8528,0.014231852
Testing Center,70001996,08/06/2023 22:21,Print,Testing Center,EMEA,42.4284,0.001227674
Testing Center,70001995,08/06/2023 22:18,Print,Testing Center,EMEA,324.2132,0.009381169
Testing Center,70001995,08/06/2023 22:17,Print,Testing Center,EMEA,15.9616,0.000461852
Testing Center,70001996,08/06/2023 22:17,Print,Testing Center,EMEA,17.856,0.000516667
Testing Center,70001995,08/06/2023 22:17,Print,Testing Center,EMEA,6.6396,0.000192118
Testing Center,70001995,08/06/2023 22:16,Print,Testing Center,EMEA,19.3892,0.00056103
Testing Center,70001995,08/06/2023 22:15,Print,Testing Center,EMEA,19.1096,0.00055294
Testing Center,70001995,08/06/2023 22:11,Print,Testing Center,EMEA,6.64,0.00019213
Testing Center,70001995,08/06/2023 22:01,Print,Testing Center,EMEA,234.934,0.006797859
Testing Center,70001995,08/06/2023 22:00,Print,Testing Center,EMEA,36.5628,0.001057951
Testing Center,70001996,08/06/2023 21:58,Print,Testing Center,EMEA,446.5796,0.012921863
Testing Center,70001996,08/06/2023 21:57,Print,Testing Center,EMEA,20.2976,0.000587315
Testing Center,70001996,08/06/2023 21:55,Print,Testing Center,EMEA,15.504,0.000448611
Testing Center,70001996,08/06/2023 21:55,Print,Testing Center,EMEA,8.8476,0.000256007
Testing Center,70001995,08/06/2023 21:52,Print,Testing Center,EMEA,14.1024,0.000408056
Testing Center,70001996,08/06/2023 21:51,Print,Testing Center,EMEA,85.7404,0.002480914
Testing Center,70001995,08/06/2023 21:47,Print,Testing Center,EMEA,129.4524,0.003745729
Testing Center,70001995,08/06/2023 21:46,Print,Testing Center,EMEA,24.9504,0.000721944
Testing Center,70001995,08/06/2023 21:45,Print,Testing Center,EMEA,9.4204,0.000272581
Testing Center,70001995,08/06/2023 21:37,Print,Testing Center,EMEA,188.8508,0.005464433
Testing Center,70001995,08/06/2023 21:36,Print,Testing Center,EMEA,35.9968,0.001041574
Testing Center,70001995,08/06/2023 21:32,Print,Testing Center,EMEA,13.0628,0.000377975
Testing Center,70001996,08/06/2023 21:32,Print,Testing Center,EMEA,15.5456,0.000449815
Testing Center,70001996,08/06/2023 21:29,Print,Testing Center,EMEA,77.3756,0.002238877
Testing Center,70001996,08/06/2023 21:27,Print,Testing Center,EMEA,43.2668,0.001251933
Testing Center,70001996,08/06/2023 21:23,Print,Testing Center,EMEA,17.8624,0.000516852
Testing Center,70001995,08/06/2023 21:23,Print,Testing Center,EMEA,233.8936,0.006767755
Testing Center,70001995,08/06/2023 21:21,Print,Testing Center,EMEA,38.6752,0.001119074
Testing Center,70001995,08/06/2023 21:10,Print,Testing Center,EMEA,13.6416,0.000394722
Testing Center,70001996,08/06/2023 21:08,Print,Testing Center,EMEA,343.8124,0.009948275
Testing Center,70001996,08/06/2023 21:06,Print,Testing Center,EMEA,43.9292,0.0012711
Testing Center,70001995,08/06/2023 21:04,Print,Testing Center,EMEA,137.7688,0.003986366
Testing Center,70001995,08/06/2023 21:03,Print,Testing Center,EMEA,16.1284,0.000466678
Testing Center,70001996,08/06/2023 21:03,Print,Testing Center,EMEA,17.8716,0.000517118
Testing Center,70001995,08/06/2023 21:02,Print,Testing Center,EMEA,6.6368,0.000192037
Testing Center,70001996,08/06/2023 20:49,Print,Testing Center,EMEA,338.3308,0.009789664
Testing Center,70001995,08/06/2023 20:48,Print,Testing Center,EMEA,349.0204,0.01009897
Testing Center,70001996,08/06/2023 20:47,Print,Testing Center,EMEA,42.8928,0.001241111
Testing Center,70001995,08/06/2023 20:47,Print,Testing Center,EMEA,28.1052,0.000813229
Testing Center,70001996,08/06/2023 20:45,Print,Testing Center,EMEA,17.8588,0.000516748
Testing Center,70001996,08/06/2023 20:36,Print,Testing Center,EMEA,216.658,0.006269039
Testing Center,70001996,08/06/2023 20:35,Print,Testing Center,EMEA,23.2352,0.000672315
Testing Center,70001996,08/06/2023 20:32,Print,Testing Center,EMEA,15.5232,0.000449167
Testing Center,70001996,08/06/2023 20:31,Print,Testing Center,EMEA,9.4652,0.000273877
Testing Center,70001996,08/06/2023 20:30,Print,Testing Center,EMEA,22.9376,0.000663704
Testing Center,70001996,08/06/2023 20:25,Print,Testing Center,EMEA,15.53,0.000449363
Testing Center,70001996,08/06/2023 20:18,Print,Testing Center,EMEA,172.2516,0.004984132
Testing Center,70001996,08/06/2023 20:16,Print,Testing Center,EMEA,43.9424,0.001271481
Testing Center,70001996,08/06/2023 20:05,Print,Testing Center,EMEA,17.8332,0.000516007
Testing Center,70001996,08/06/2023 19:58,Print,Testing Center,EMEA,171.09,0.004950521
Testing Center,70001996,08/06/2023 19:57,Print,Testing Center,EMEA,27.5392,0.000796852
Testing Center,70001996,08/06/2023 19:39,Print,Testing Center,EMEA,27.0204,0.00078184
Testing Center,70001996,08/06/2023 19:35,Print,Testing Center,EMEA,17.872,0.00051713
Testing Center,70001996,08/06/2023 19:09,Print,Testing Center,EMEA,617.0136,0.017853403
Testing Center,70001996,08/06/2023 19:09,Print,Testing Center,EMEA,19.7952,0.000572778
Testing Center,70001996,08/06/2023 19:05,Print,Testing Center,EMEA,15.562,0.000450289
Testing Center,70001996,08/06/2023 19:05,Print,Testing Center,EMEA,9.6892,0.000280359
Testing Center,70001996,08/06/2023 19:04,Print,Testing Center,EMEA,20.768,0.000600926
Testing Center,70001996,08/06/2023 19:01,Print,Testing Center,EMEA,15.5108,0.000448808
Testing Center,70001996,08/06/2023 19:01,Print,Testing Center,EMEA,9.0812,0.000262766
Testing Center,70001996,08/06/2023 19:00,Print,Testing Center,EMEA,22.9728,0.000664722
Testing Center,70001996,08/06/2023 18:56,Print,Testing Center,EMEA,15.5872,0.000451019
Testing Center,70001996,08/06/2023 18:45,Print,Testing Center,EMEA,272.5712,0.007886898
Testing Center,70001996,08/06/2023 18:43,Print,Testing Center,EMEA,43.5196,0.001259248
Testing Center,70001996,08/06/2023 18:36,Print,Testing Center,EMEA,17.8592,0.000516759
Testing Center,70001996,08/06/2023 18:32,Print,Testing Center,EMEA,95.8648,0.002773866
Testing Center,70001996,08/06/2023 18:31,Print,Testing Center,EMEA,26.726,0.000773322
Testing Center,70001996,08/06/2023 18:30,Print,Testing Center,EMEA,15.5104,0.000448796
Testing Center,70001995,08/06/2023 18:28,Print,Testing Center,EMEA,9.456,0.000273611
Testing Center,70001995,08/06/2023 18:27,Print,Testing Center,EMEA,12.3584,0.000357593
Testing Center,70001995,08/06/2023 18:26,Print,Testing Center,EMEA,17.9616,0.000519722
Testing Center,70001995,08/06/2023 18:22,Print,Testing Center,EMEA,6.6304,0.000191852
Testing Center,70001995,08/06/2023 18:22,Print,Testing Center,EMEA,17.0944,0.00049463
Testing Center,70001995,08/06/2023 18:21,Print,Testing Center,EMEA,16.0832,0.00046537
Testing Center,70001995,08/06/2023 18:20,Print,Testing Center,EMEA,6.6396,0.000192118
Testing Center,70001995,08/06/2023 18:18,Print,Testing Center,EMEA,44.4132,0.001285104
Testing Center,70001995,08/06/2023 18:16,Print,Testing Center,EMEA,37.1196,0.001074063
Testing Center,70001996,08/06/2023 18:14,Print,Testing Center,EMEA,404.5416,0.011705486
Testing Center,70001996,08/06/2023 18:12,Print,Testing Center,EMEA,29.3696,0.000849815
Testing Center,70001995,08/06/2023 18:08,Print,Testing Center,EMEA,14.3588,0.000415475
Testing Center,70001995,08/06/2023 18:04,Print,Testing Center,EMEA,99.046,0.002865914
Testing Center,70001995,08/06/2023 18:03,Print,Testing Center,EMEA,27.4848,0.000795278
Testing Center,70001996,08/06/2023 17:50,Print,Testing Center,EMEA,13.8944,0.000402037
Testing Center,70001996,08/06/2023 17:45,Print,Testing Center,EMEA,123.3564,0.00356934
Testing Center,70001996,08/06/2023 17:44,Print,Testing Center,EMEA,30.4444,0.000880914
Testing Center,70001996,08/06/2023 16:30,Print,Testing Center,EMEA,15.5132,0.000448877
Testing Center,70001995,08/06/2023 16:29,Print,Testing Center,EMEA,14.4672,0.000418611
Testing Center,70001996,08/06/2023 16:27,Print,Testing Center,EMEA,65.8108,0.001904248
Testing Center,70001996,08/06/2023 16:25,Print,Testing Center,EMEA,45.0784,0.001304352
Testing Center,70001995,08/06/2023 16:22,Print,Testing Center,EMEA,168.6936,0.004881181
Testing Center,70001995,08/06/2023 16:21,Print,Testing Center,EMEA,33.4016,0.000966481
Testing Center,70001996,08/06/2023 16:19,Print,Testing Center,EMEA,17.8588,0.000516748
Testing Center,70001995,08/06/2023 16:17,Print,Testing Center,EMEA,17.8528,0.000516574
Testing Center,70001995,08/06/2023 16:09,Print,Testing Center,EMEA,176.7324,0.005113785
Testing Center,70001995,08/06/2023 16:08,Print,Testing Center,EMEA,37.2636,0.001078229
Testing Center,70001996,08/06/2023 16:04,Print,Testing Center,EMEA,363.1852,0.010508831
Testing Center,70001996,08/06/2023 16:03,Print,Testing Center,EMEA,26.5148,0.000767211
Testing Center,70001995,08/06/2023 15:56,Print,Testing Center,EMEA,17.8432,0.000516296
Testing Center,70001996,08/06/2023 15:52,Print,Testing Center,EMEA,15.5072,0.000448704
Testing Center,70001996,08/06/2023 15:51,Print,Testing Center,EMEA,16.6076,0.000480544
Testing Center,70001996,08/06/2023 15:50,Print,Testing Center,EMEA,20.3136,0.000587778
Testing Center,70001996,08/06/2023 15:49,Print,Testing Center,EMEA,15.5296,0.000449352
Testing Center,70001996,08/06/2023 15:46,Print,Testing Center,EMEA,81.836,0.00236794
Testing Center,70001995,08/06/2023 15:46,Print,Testing Center,EMEA,237.612,0.006875347
Testing Center,70001995,08/06/2023 15:45,Print,Testing Center,EMEA,16.2208,0.000469352
Testing Center,70001996,08/06/2023 15:45,Print,Testing Center,EMEA,26.8544,0.000777037
Testing Center,70001996,08/06/2023 15:44,Print,Testing Center,EMEA,15.5872,0.000451019
Testing Center,70001996,08/06/2023 15:43,Print,Testing Center,EMEA,16.4512,0.000476019
Testing Center,70001996,08/06/2023 15:42,Print,Testing Center,EMEA,17.5936,0.000509074
Testing Center,70001995,08/06/2023 15:40,Print,Testing Center,EMEA,15.6188,0.000451933
Testing Center,70001995,08/06/2023 15:40,Print,Testing Center,EMEA,8.656,0.000250463
Testing Center,70001995,08/06/2023 15:36,Print,Testing Center,EMEA,86.9792,0.002516759
Testing Center,70001996,08/06/2023 15:34,Print,Testing Center,EMEA,15.5388,0.000449618
Testing Center,70001995,08/06/2023 15:18,Print,Testing Center,EMEA,16.0988,0.000465822
Testing Center,70001995,08/06/2023 15:16,Print,Testing Center,EMEA,48.7556,0.001410752
Testing Center,70001995,08/06/2023 15:15,Print,Testing Center,EMEA,17.3856,0.000503056
Testing Center,70001995,08/06/2023 15:11,Print,Testing Center,EMEA,15.5932,0.000451192
Testing Center,70001995,08/06/2023 15:10,Print,Testing Center,EMEA,6.9152,0.000200093
Testing Center,70001995,08/06/2023 15:09,Print,Testing Center,EMEA,25.0496,0.000724815
Testing Center,70001995,08/06/2023 15:08,Print,Testing Center,EMEA,15.606,0.000451563
Testing Center,70001995,08/06/2023 15:04,Print,Testing Center,EMEA,95.7952,0.002771852
Testing Center,70001995,08/06/2023 15:03,Print,Testing Center,EMEA,25.1936,0.000728981
Testing Center,70001995,08/06/2023 15:02,Print,Testing Center,EMEA,15.434,0.000446586
Testing Center,70001995,08/06/2023 15:02,Print,Testing Center,EMEA,16.3936,0.000474352
Testing Center,70001995,08/06/2023 15:01,Print,Testing Center,EMEA,19.2128,0.000555926
Testing Center,70001995,08/06/2023 14:40,Print,Testing Center,EMEA,17.84,0.000516204
Testing Center,70001995,08/06/2023 14:34,Print,Testing Center,EMEA,136.1244,0.003938785
Testing Center,70001995,08/06/2023 14:33,Print,Testing Center,EMEA,27.8656,0.000806296
Testing Center,70001995,08/06/2023 14:26,Print,Testing Center,EMEA,15.7284,0.000455104
Testing Center,70001995,08/06/2023 14:26,Print,Testing Center,EMEA,7.1648,0.000207315
Testing Center,70001995,08/06/2023 14:25,Print,Testing Center,EMEA,26.246,0.000759433
Testing Center,70001995,08/06/2023 14:23,Print,Testing Center,EMEA,15.6196,0.000451956
Testing Center,70001995,08/06/2023 14:22,Print,Testing Center,EMEA,20.4576,0.000591944
Testing Center,70001995,08/06/2023 14:21,Print,Testing Center,EMEA,35.014,0.001013137
Testing Center,70001995,08/06/2023 14:14,Print,Testing Center,EMEA,13.36,0.000386574
Testing Center,70001996,08/06/2023 13:55,Print,Testing Center,EMEA,17.8464,0.000516389
Testing Center,70001995,08/06/2023 13:54,Print,Testing Center,EMEA,464.5688,0.013442384
Testing Center,70001996,08/06/2023 13:54,Print,Testing Center,EMEA,23.6508,0.00068434
Testing Center,70001996,08/06/2023 13:53,Print,Testing Center,EMEA,18.9756,0.000549062
Testing Center,70001995,08/06/2023 13:53,Print,Testing Center,EMEA,36.5344,0.00105713
Testing Center,70001996,08/06/2023 13:51,Print,Testing Center,EMEA,15.5232,0.000449167
Testing Center,70001996,08/06/2023 13:40,Print,Testing Center,EMEA,277.0124,0.008015405
Testing Center,70001996,08/06/2023 13:38,Print,Testing Center,EMEA,46.6656,0.001350278
Testing Center,70001996,08/06/2023 13:28,Print,Testing Center,EMEA,17.8688,0.000517037
Testing Center,70001996,08/06/2023 13:21,Print,Testing Center,EMEA,167.2884,0.004840521
Testing Center,70001996,08/06/2023 13:20,Print,Testing Center,EMEA,18.3264,0.000530278
Testing Center,70001996,08/06/2023 13:19,Print,Testing Center,EMEA,15.5616,0.000450278
Testing Center,70001996,08/06/2023 13:19,Print,Testing Center,EMEA,8.8604,0.000256377
Testing Center,70001996,08/06/2023 13:18,Print,Testing Center,EMEA,32.5504,0.000941852
Testing Center,70001001,08/06/2023 12:40,Print,Testing Center,EMEA,6.64,0.00019213
Testing Center,70001001,08/06/2023 12:36,Print,Testing Center,EMEA,106.5368,0.003082662
Testing Center,70001001,08/06/2023 12:35,Print,Testing Center,EMEA,18.6492,0.000539618
Testing Center,70001001,08/06/2023 12:34,Print,Testing Center,EMEA,6.6436,0.000192234
Testing Center,70001001,08/06/2023 12:31,Print,Testing Center,EMEA,81.554,0.00235978
Testing Center,70001001,08/06/2023 12:30,Print,Testing Center,EMEA,18.9088,0.00054713
Testing Center,70001001,08/06/2023 12:30,Print,Testing Center,EMEA,6.6396,0.000192118
Testing Center,70001001,08/06/2023 12:26,Print,Testing Center,EMEA,74.6748,0.002160729
Testing Center,70001001,08/06/2023 12:26,Print,Testing Center,EMEA,22.7328,0.000657778
Testing Center,70001001,08/06/2023 12:24,Print,Testing Center,EMEA,6.9124,0.000200012
Testing Center,70001001,08/06/2023 12:23,Print,Testing Center,EMEA,16.4284,0.000475359
Testing Center,70001001,08/06/2023 12:22,Print,Testing Center,EMEA,18.39,0.000532118
Testing Center,70001001,08/06/2023 12:21,Print,Testing Center,EMEA,9.456,0.000273611
Testing Center,70001001,08/06/2023 12:21,Print,Testing Center,EMEA,5.6928,0.000164722
Testing Center,70001001,08/06/2023 12:20,Print,Testing Center,EMEA,23.2636,0.000673137
Testing Center,70001995,08/06/2023 12:18,Print,Testing Center,EMEA,15.5744,0.000450648
Testing Center,70001995,08/06/2023 12:15,Print,Testing Center,EMEA,85.7504,0.002481204
Testing Center,70001001,08/06/2023 12:15,Print,Testing Center,EMEA,13.8176,0.000399815
Testing Center,70001001,08/06/2023 12:13,Print,Testing Center,EMEA,26.5632,0.000768611
Testing Center,70001995,08/06/2023 12:13,Print,Testing Center,EMEA,34.9084,0.001010081
Testing Center,70001001,08/06/2023 12:12,Print,Testing Center,EMEA,33.1352,0.000958773
Testing Center,70001995,08/06/2023 12:11,Print,Testing Center,EMEA,17.8588,0.000516748
Testing Center,70001995,08/06/2023 12:06,Print,Testing Center,EMEA,100.854,0.002918229
Testing Center,70001995,08/06/2023 12:06,Print,Testing Center,EMEA,16.144,0.00046713
Testing Center,70001001,08/06/2023 12:04,Print,Testing Center,EMEA,0.858,2.48E-05
Testing Center,70001001,08/06/2023 12:03,Print,Testing Center,EMEA,28.0572,0.00081184
Testing Center,70001001,08/06/2023 12:02,Print,Testing Center,EMEA,17.68,0.000511574
Testing Center,70001995,08/06/2023 12:02,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001995,08/06/2023 11:59,Print,Testing Center,EMEA,51.7216,0.001496574
Testing Center,70001995,08/06/2023 11:58,Print,Testing Center,EMEA,26.2172,0.0007586
Testing Center,70001001,08/06/2023 11:56,Print,Testing Center,EMEA,6.912,0.0002
Testing Center,70001001,08/06/2023 11:56,Print,Testing Center,EMEA,13.3664,0.000386759
Testing Center,70001001,08/06/2023 11:55,Print,Testing Center,EMEA,30.1692,0.000872951
Testing Center,70001995,08/06/2023 11:40,Print,Testing Center,EMEA,15.6004,0.0004514
Testing Center,70001995,08/06/2023 11:37,Print,Testing Center,EMEA,82.6492,0.00239147
Testing Center,70001995,08/06/2023 11:35,Print,Testing Center,EMEA,36.666,0.001060938
Testing Center,70001995,08/06/2023 11:07,Print,Testing Center,EMEA,15.6068,0.000451586
Testing Center,70001995,08/06/2023 11:06,Print,Testing Center,EMEA,38.7032,0.001119884
Testing Center,70001995,08/06/2023 11:05,Print,Testing Center,EMEA,23.3056,0.000674352
Testing Center,70001001,08/06/2023 10:48,Print,Testing Center,EMEA,4.0192,0.000116296
Testing Center,70001996,08/06/2023 10:38,Print,Testing Center,EMEA,17.846,0.000516377
Testing Center,70001995,08/06/2023 10:37,Print,Testing Center,EMEA,15.6192,0.000451944
Testing Center,70001995,08/06/2023 10:36,Print,Testing Center,EMEA,14.8956,0.000431007
Testing Center,70001995,08/06/2023 10:36,Print,Testing Center,EMEA,16.2272,0.000469537
Testing Center,70001995,08/06/2023 10:35,Print,Testing Center,EMEA,6.6404,0.000192141
Testing Center,70001995,08/06/2023 10:27,Print,Testing Center,EMEA,176.2524,0.005099896
Testing Center,70001995,08/06/2023 10:26,Print,Testing Center,EMEA,35.5484,0.0010286
Testing Center,70001996,08/06/2023 10:20,Print,Testing Center,EMEA,415.8664,0.012033171
Testing Center,70001996,08/06/2023 10:20,Print,Testing Center,EMEA,18.8256,0.000544722
Testing Center,70001996,08/06/2023 10:17,Print,Testing Center,EMEA,15.5164,0.00044897
Testing Center,70001996,08/06/2023 10:17,Print,Testing Center,EMEA,8.5792,0.000248241
Testing Center,70001995,08/06/2023 10:16,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001996,08/06/2023 10:16,Print,Testing Center,EMEA,18.7232,0.000541759
Testing Center,70001995,08/06/2023 10:11,Print,Testing Center,EMEA,135.926,0.003933044
Testing Center,70001995,08/06/2023 10:10,Print,Testing Center,EMEA,18.2212,0.000527234
Testing Center,70001996,08/06/2023 10:08,Print,Testing Center,EMEA,15.5552,0.000450093
Testing Center,70001996,08/06/2023 10:05,Print,Testing Center,EMEA,76.7484,0.002220729
Testing Center,70001001,08/06/2023 10:04,Print,Testing Center,EMEA,14.304,0.000413889
Testing Center,70001996,08/06/2023 10:04,Print,Testing Center,EMEA,19.5232,0.000564907
Testing Center,70001001,08/06/2023 10:03,Print,Testing Center,EMEA,15.9008,0.000460093
Testing Center,70001996,08/06/2023 10:02,Print,Testing Center,EMEA,15.4332,0.000446562
Testing Center,70001001,08/06/2023 10:02,Print,Testing Center,EMEA,24.1468,0.000698692
Testing Center,70001996,08/06/2023 10:01,Print,Testing Center,EMEA,16.1756,0.000468044
Testing Center,70001996,08/06/2023 10:01,Print,Testing Center,EMEA,13.4912,0.00039037
Testing Center,70001001,08/06/2023 9:48,Print,Testing Center,EMEA,6.8796,0.000199063
Testing Center,70001001,08/06/2023 9:48,Print,Testing Center,EMEA,14.0508,0.000406563
Testing Center,70001001,08/06/2023 9:47,Print,Testing Center,EMEA,18.7204,0.000541678
Testing Center,70001001,08/06/2023 9:46,Print,Testing Center,EMEA,6.6432,0.000192222
Testing Center,70001001,08/06/2023 9:46,Print,Testing Center,EMEA,7.9584,0.000230278
Testing Center,70001001,08/06/2023 9:45,Print,Testing Center,EMEA,22.2236,0.000643044
Testing Center,70001001,08/06/2023 9:42,Print,Testing Center,EMEA,6.64,0.00019213
Testing Center,70001001,08/06/2023 9:41,Print,Testing Center,EMEA,20.9212,0.000605359
Testing Center,70001001,08/06/2023 9:40,Print,Testing Center,EMEA,31.0844,0.000899433
Testing Center,70001001,08/06/2023 9:31,Print,Testing Center,EMEA,3.8528,0.000111481
Testing Center,70001001,08/06/2023 9:30,Print,Testing Center,EMEA,6.6336,0.000191944
Testing Center,70001001,08/06/2023 9:30,Print,Testing Center,EMEA,9.9424,0.000287685
Testing Center,70001001,08/06/2023 9:29,Print,Testing Center,EMEA,18.9024,0.000546944
